"","participant","domain","Obj1","Obj2","Obj3","Obj4","Obj5","subset"
"31133",973,17,"e","d","b","a","-","abde"
"31134",973,31,"c","a","-","-","-","ac"
"31135",973,25,"b","e","d","c","a","abcde"
"31136",973,3,"b","e","c","a","-","abce"
"31137",974,32,"b","d","-","-","-","bd"
"31138",974,1,"d","e","c","-","-","cde"
"31139",974,17,"c","b","a","d","-","abcd"
"31140",974,31,"d","b","-","-","-","bd"
"31141",974,10,"d","b","e","-","-","bde"
"31142",974,11,"b","d","-","-","-","bd"
"31143",974,6,"e","d","-","-","-","de"
"31144",974,14,"c","d","-","-","-","cd"
"31145",974,12,"d","b","c","-","-","bcd"
"31146",974,8,"e","c","d","-","-","cde"
"31147",974,26,"b","d","a","-","-","abd"
"31148",974,9,"c","b","-","-","-","bc"
"31149",974,3,"a","c","b","-","-","abc"
"31150",974,5,"a","e","-","-","-","ae"
"31151",974,25,"b","d","a","c","-","abcd"
"31152",974,29,"c","d","-","-","-","cd"
"31153",974,16,"e","c","-","-","-","ce"
"31154",974,4,"a","d","-","-","-","ad"
"31155",974,27,"a","d","-","-","-","ad"
"31156",974,7,"c","b","a","d","e","abcde"
"31157",974,20,"b","a","e","c","-","abce"
"31158",974,30,"d","b","e","-","-","bde"
"31159",974,18,"a","e","d","b","-","abde"
"31160",974,23,"b","e","d","a","c","abcde"
"31161",974,19,"c","d","-","-","-","cd"
"31162",974,2,"c","a","d","b","-","abcd"
"31163",974,28,"b","e","a","-","-","abe"
"31164",974,22,"e","d","a","-","-","ade"
"31165",974,15,"d","c","b","-","-","bcd"
"31166",974,24,"c","e","b","a","-","abce"
"31167",974,21,"c","b","d","-","-","bcd"
"31168",974,13,"e","b","d","-","-","bde"
"31169",975,11,"b","a","-","-","-","ab"
"31170",975,20,"c","e","b","-","-","bce"
"31171",975,24,"e","c","-","-","-","ce"
"31172",975,4,"b","e","-","-","-","be"
"31173",975,27,"a","d","e","c","-","acde"
"31174",975,28,"b","c","d","a","-","abcd"
"31175",975,18,"b","a","-","-","-","ab"
"31176",975,21,"a","e","b","-","-","abe"
"31177",975,1,"d","c","-","-","-","cd"
"31178",975,7,"d","e","-","-","-","de"
"31179",975,22,"e","c","b","-","-","bce"
"31180",975,5,"b","d","-","-","-","bd"
"31181",975,23,"d","e","-","-","-","de"
"31182",975,15,"b","c","a","-","-","abc"
"31183",975,12,"c","d","a","-","-","acd"
"31184",975,19,"a","c","e","b","d","abcde"
"31185",975,13,"c","b","a","e","-","abce"
"31186",975,9,"c","b","-","-","-","bc"
"31187",975,32,"b","d","c","-","-","bcd"
"31188",975,6,"c","e","d","-","-","cde"
"31189",975,26,"b","e","c","d","-","bcde"
"31190",975,31,"d","c","e","b","-","bcde"
"31191",975,8,"d","e","a","-","-","ade"
"31192",975,14,"e","b","-","-","-","be"
"31193",975,29,"d","b","c","a","-","abcd"
"31194",975,30,"a","e","c","-","-","ace"
"31195",975,2,"c","d","-","-","-","cd"
"31196",975,17,"b","e","d","c","-","bcde"
"31197",975,3,"e","c","a","d","-","acde"
"31198",975,16,"c","a","d","e","-","acde"
"31199",975,10,"e","a","-","-","-","ae"
"31200",975,25,"d","b","-","-","-","bd"
"31201",976,9,"e","d","b","-","-","bde"
"31202",976,20,"c","a","b","d","-","abcd"
"31203",976,11,"c","b","a","-","-","abc"
"31204",976,4,"d","e","b","-","-","bde"
"31205",976,21,"e","b","d","-","-","bde"
"31206",976,18,"a","b","-","-","-","ab"
"31207",976,26,"e","c","a","-","-","ace"
"31208",976,24,"b","a","-","-","-","ab"
"31209",976,25,"a","e","c","-","-","ace"
"31210",976,30,"e","b","c","-","-","bce"
"31211",976,19,"d","e","-","-","-","de"
"31212",976,29,"b","a","d","c","-","abcd"
"31213",976,13,"a","d","b","-","-","abd"
"31214",976,32,"a","e","d","-","-","ade"
"31215",976,16,"b","c","-","-","-","bc"
"31216",976,8,"c","b","-","-","-","bc"
"31217",976,17,"b","d","-","-","-","bd"
"31218",976,22,"e","d","a","b","-","abde"
"31219",976,5,"e","d","c","-","-","cde"
"31220",976,2,"b","e","d","-","-","bde"
"31221",976,12,"b","a","c","e","-","abce"
"31222",976,10,"e","c","-","-","-","ce"
"31223",976,28,"d","e","b","-","-","bde"
"31224",976,6,"e","c","b","d","-","bcde"
"31225",976,31,"b","e","d","-","-","bde"
"31226",976,23,"d","e","b","c","-","bcde"
"31227",976,1,"b","e","a","c","-","abce"
"31228",976,27,"c","e","a","-","-","ace"
"31229",976,15,"c","e","a","-","-","ace"
"31230",976,14,"c","e","-","-","-","ce"
"31231",976,3,"d","a","-","-","-","ad"
"31232",976,7,"a","c","d","-","-","acd"
"31233",977,10,"e","d","c","b","-","bcde"
"31234",977,31,"e","a","c","d","-","acde"
"31235",977,30,"c","e","a","-","-","ace"
"31236",977,19,"a","d","c","-","-","acd"
"31237",977,12,"d","c","-","-","-","cd"
"31238",977,29,"e","c","b","d","-","bcde"
"31239",977,14,"e","b","-","-","-","be"
"31240",977,28,"c","a","b","d","-","abcd"
"31241",977,24,"b","c","a","-","-","abc"
"31242",977,27,"d","c","a","e","-","acde"
"31243",977,6,"c","e","d","b","-","bcde"
"31244",977,8,"a","d","e","-","-","ade"
"31245",977,22,"a","d","c","-","-","acd"
"31246",977,9,"c","e","-","-","-","ce"
"31247",977,17,"c","d","a","-","-","acd"
"31248",977,18,"e","c","-","-","-","ce"
"31249",977,1,"e","d","b","-","-","bde"
"31250",977,11,"d","e","b","a","c","abcde"
"31251",977,16,"a","b","-","-","-","ab"
"31252",977,32,"a","e","d","-","-","ade"
"31253",977,15,"b","e","a","d","-","abde"
"31254",977,4,"e","a","b","-","-","abe"
"31255",977,21,"a","c","b","d","-","abcd"
"31256",977,26,"e","a","c","-","-","ace"
"31257",977,25,"b","e","-","-","-","be"
"31258",977,7,"c","e","b","-","-","bce"
"31259",977,13,"e","a","-","-","-","ae"
"31260",977,3,"d","a","-","-","-","ad"
"31261",977,5,"e","a","d","-","-","ade"
"31262",977,23,"d","a","b","-","-","abd"
"31263",977,2,"d","c","-","-","-","cd"
"31264",977,20,"e","c","d","b","-","bcde"
"31265",978,6,"c","a","-","-","-","ac"
"31266",978,32,"e","d","-","-","-","de"
"31267",978,30,"a","e","-","-","-","ae"
"31268",978,16,"b","a","c","-","-","abc"
"31269",978,5,"e","d","-","-","-","de"
"31270",978,3,"b","c","d","-","-","bcd"
"31271",978,2,"e","a","b","-","-","abe"
"31272",978,22,"c","b","d","-","-","bcd"
"31273",978,23,"c","a","-","-","-","ac"
"31274",978,29,"a","c","-","-","-","ac"
"31275",978,1,"d","c","b","-","-","bcd"
"31276",978,20,"e","b","a","-","-","abe"
"31277",978,28,"b","c","-","-","-","bc"
"31278",978,4,"d","e","-","-","-","de"
"31279",978,11,"d","e","-","-","-","de"
"31280",978,7,"a","b","c","e","d","abcde"
"31281",978,12,"c","a","d","-","-","acd"
"31282",978,9,"c","d","-","-","-","cd"
"31283",978,24,"e","d","-","-","-","de"
"31284",978,26,"c","b","e","-","-","bce"
"31285",978,10,"b","d","e","-","-","bde"
"31286",978,19,"e","b","-","-","-","be"
"31287",978,17,"d","a","c","-","-","acd"
"31288",978,18,"e","b","c","-","-","bce"
"31289",978,31,"b","d","-","-","-","bd"
"31290",978,15,"d","e","-","-","-","de"
"31291",978,8,"d","c","-","-","-","cd"
"31292",978,21,"b","d","-","-","-","bd"
"31293",978,27,"c","e","a","d","-","acde"
"31294",978,13,"d","b","-","-","-","bd"
"31295",978,14,"c","a","b","-","-","abc"
"31296",978,25,"e","d","-","-","-","de"
"31297",979,5,"b","c","a","-","-","abc"
"31298",979,6,"e","a","c","-","-","ace"
"31299",979,11,"e","d","a","-","-","ade"
"31300",979,22,"e","b","d","-","-","bde"
"31301",979,16,"d","a","e","-","-","ade"
"31302",979,7,"c","d","-","-","-","cd"
"31303",979,20,"c","b","d","-","-","bcd"
"31304",979,31,"a","d","-","-","-","ad"
"31305",979,27,"a","b","c","-","-","abc"
"31306",979,12,"b","a","d","e","-","abde"
"31307",979,30,"a","e","-","-","-","ae"
"31308",979,24,"c","e","-","-","-","ce"
"31309",979,17,"d","a","-","-","-","ad"
"31310",979,10,"b","a","c","-","-","abc"
"31311",979,14,"c","b","a","d","-","abcd"
"31312",979,19,"c","a","e","d","b","abcde"
"31313",979,23,"c","b","a","-","-","abc"
"31314",979,15,"a","b","-","-","-","ab"
"31315",979,29,"c","e","b","-","-","bce"
"31316",979,13,"c","a","e","-","-","ace"
"31317",979,8,"b","e","a","c","-","abce"
"31318",979,4,"c","b","e","-","-","bce"
"31319",979,21,"b","e","c","d","-","bcde"
"31320",979,2,"a","d","-","-","-","ad"
"31321",979,1,"a","b","c","-","-","abc"
"31322",979,28,"d","b","-","-","-","bd"
"31323",979,9,"a","d","e","-","-","ade"
"31324",979,32,"b","a","e","d","-","abde"
"31325",979,3,"c","d","-","-","-","cd"
"31326",979,25,"d","e","c","-","-","cde"
"31327",979,18,"c","d","-","-","-","cd"
"31328",979,26,"d","b","-","-","-","bd"
"31329",980,2,"d","c","e","b","-","bcde"
"31330",980,17,"b","e","d","-","-","bde"
"31331",980,26,"c","d","e","b","-","bcde"
"31332",980,32,"e","a","d","c","-","acde"
"31333",980,15,"e","b","c","-","-","bce"
"31334",980,23,"b","e","-","-","-","be"
"31335",980,5,"a","d","-","-","-","ad"
"31336",980,20,"b","a","d","-","-","abd"
"31337",980,31,"c","b","a","-","-","abc"
"31338",980,29,"d","e","-","-","-","de"
"31339",980,19,"a","e","-","-","-","ae"
"31340",980,10,"c","e","-","-","-","ce"
"31341",980,3,"d","c","b","-","-","bcd"
"31342",980,16,"e","b","c","a","-","abce"
"31343",980,7,"c","a","d","-","-","acd"
"31344",980,30,"c","b","d","-","-","bcd"
"31345",980,22,"a","c","e","-","-","ace"
"31346",980,14,"d","c","-","-","-","cd"
"31347",980,24,"b","e","c","d","-","bcde"
"31348",980,6,"c","b","d","-","-","bcd"
"31349",980,27,"e","b","d","-","-","bde"
"31350",980,28,"d","b","-","-","-","bd"
"31351",980,25,"a","b","-","-","-","ab"
"31352",980,1,"c","b","d","-","-","bcd"
"31353",980,21,"d","b","-","-","-","bd"
"31354",980,4,"a","e","d","-","-","ade"
"31355",980,11,"c","a","d","e","-","acde"
"31356",980,18,"d","b","a","e","-","abde"
"31357",980,12,"c","d","-","-","-","cd"
"31358",980,8,"d","a","c","b","-","abcd"
"31359",980,13,"d","e","b","c","-","bcde"
"31360",980,9,"d","e","-","-","-","de"
"31361",981,20,"c","e","-","-","-","ce"
"31362",981,7,"e","b","-","-","-","be"
"31363",981,18,"d","a","b","-","-","abd"
"31364",981,11,"b","a","-","-","-","ab"
"31365",981,9,"a","b","-","-","-","ab"
"31366",981,15,"b","a","e","d","-","abde"
"31367",981,22,"b","a","e","-","-","abe"
"31368",981,1,"c","b","e","a","-","abce"
"31369",981,3,"b","c","-","-","-","bc"
"31370",981,21,"a","d","-","-","-","ad"
"31371",981,27,"d","e","c","-","-","cde"
"31372",981,16,"a","b","e","-","-","abe"
"31373",981,31,"a","b","e","-","-","abe"
"31374",981,32,"c","d","b","-","-","bcd"
"31375",981,13,"e","b","a","d","-","abde"
"31376",981,28,"d","a","-","-","-","ad"
"31377",981,26,"c","a","e","d","-","acde"
"31378",981,4,"a","e","d","-","-","ade"
"31379",981,17,"b","d","e","a","-","abde"
"31380",981,25,"a","d","c","b","-","abcd"
"31381",981,2,"a","c","-","-","-","ac"
"31382",981,8,"c","e","-","-","-","ce"
"31383",981,24,"b","c","-","-","-","bc"
"31384",981,23,"e","c","b","-","-","bce"
"31385",981,19,"b","a","-","-","-","ab"
"31386",981,5,"b","d","-","-","-","bd"
"31387",981,29,"d","a","e","c","-","acde"
"31388",981,14,"b","a","d","e","-","abde"
"31389",981,30,"b","d","e","c","-","bcde"
"31390",981,12,"b","d","-","-","-","bd"
"31391",981,10,"a","d","c","b","-","abcd"
"31392",981,6,"d","c","-","-","-","cd"
"31393",982,2,"c","d","-","-","-","cd"
"31394",982,32,"c","a","-","-","-","ac"
"31395",982,8,"c","e","-","-","-","ce"
"31396",982,12,"c","d","e","a","-","acde"
"31397",982,25,"c","b","-","-","-","bc"
"31398",982,1,"b","a","-","-","-","ab"
"31399",982,15,"e","d","c","-","-","cde"
"31400",982,24,"c","d","e","-","-","cde"
"31401",982,10,"d","a","-","-","-","ad"
"31402",982,18,"d","a","b","-","-","abd"
"31403",982,31,"c","b","d","-","-","bcd"
"31404",982,3,"e","b","c","-","-","bce"
"31405",982,26,"a","b","-","-","-","ab"
"31406",982,9,"d","a","c","-","-","acd"
"31407",982,11,"e","b","-","-","-","be"
"31408",982,23,"e","a","-","-","-","ae"
"31409",982,16,"c","b","a","d","-","abcd"
"31410",982,14,"d","b","-","-","-","bd"
"31411",982,4,"d","a","e","-","-","ade"
"31412",982,19,"e","a","-","-","-","ae"
"31413",982,7,"a","c","-","-","-","ac"
"31414",982,29,"c","e","b","-","-","bce"
"31415",982,13,"b","e","a","d","-","abde"
"31416",982,30,"c","a","-","-","-","ac"
"31417",982,5,"a","e","-","-","-","ae"
"31418",982,28,"d","b","-","-","-","bd"
"31419",982,20,"c","b","-","-","-","bc"
"31420",982,22,"a","d","-","-","-","ad"
"31421",982,6,"c","e","-","-","-","ce"
"31422",982,17,"e","c","b","-","-","bce"
"31423",982,27,"b","c","-","-","-","bc"
"31424",982,21,"c","b","e","d","-","bcde"
"31425",983,26,"a","b","d","c","-","abcd"
"31426",983,24,"c","e","-","-","-","ce"
"31427",983,23,"b","d","e","-","-","bde"
"31428",983,7,"e","a","c","d","-","acde"
"31429",983,14,"e","d","a","c","-","acde"
"31430",983,18,"c","d","-","-","-","cd"
"31431",983,16,"e","a","c","-","-","ace"
"31432",983,12,"c","b","-","-","-","bc"
"31433",983,32,"d","e","b","a","-","abde"
"31434",983,1,"c","a","d","-","-","acd"
"31435",983,28,"e","d","a","-","-","ade"
"31436",983,10,"e","a","d","-","-","ade"
"31437",983,4,"e","c","a","-","-","ace"
"31438",983,3,"e","d","c","b","-","bcde"
"31439",983,9,"d","b","a","-","-","abd"
"31440",983,5,"b","c","-","-","-","bc"
"31441",983,21,"c","b","a","-","-","abc"
"31442",983,17,"b","d","-","-","-","bd"
"31443",983,15,"b","c","-","-","-","bc"
"31444",983,20,"c","d","a","-","-","acd"
"31445",983,25,"c","d","e","-","-","cde"
"31446",983,30,"e","c","b","-","-","bce"
"31447",983,6,"d","c","-","-","-","cd"
"31448",983,29,"e","c","-","-","-","ce"
"31449",983,22,"d","e","c","-","-","cde"
"31450",983,11,"d","e","c","a","b","abcde"
"31451",983,19,"e","c","-","-","-","ce"
"31452",983,27,"a","d","c","-","-","acd"
"31453",983,13,"a","d","b","c","-","abcd"
"31454",983,2,"d","b","e","-","-","bde"
"31455",983,31,"e","d","b","-","-","bde"
"31456",983,8,"d","c","-","-","-","cd"
"31457",984,7,"c","b","a","-","-","abc"
"31458",984,12,"b","e","-","-","-","be"
"31459",984,2,"b","a","c","e","-","abce"
"31460",984,29,"a","d","b","-","-","abd"
"31461",984,30,"e","c","-","-","-","ce"
"31462",984,5,"e","b","a","c","-","abce"
"31463",984,22,"c","e","d","-","-","cde"
"31464",984,32,"d","c","b","-","-","bcd"
"31465",984,10,"c","e","-","-","-","ce"
"31466",984,9,"d","b","-","-","-","bd"
"31467",984,13,"d","c","e","-","-","cde"
"31468",984,3,"c","b","a","-","-","abc"
"31469",984,8,"b","d","a","e","-","abde"
"31470",984,11,"a","b","e","-","-","abe"
"31471",984,21,"d","a","b","-","-","abd"
"31472",984,25,"c","d","-","-","-","cd"
"31473",984,31,"e","b","-","-","-","be"
"31474",984,20,"a","c","d","-","-","acd"
"31475",984,15,"e","d","c","-","-","cde"
"31476",984,26,"c","a","-","-","-","ac"
"31477",984,28,"a","b","e","-","-","abe"
"31478",984,27,"b","a","d","-","-","abd"
"31479",984,24,"d","b","c","-","-","bcd"
"31480",984,4,"a","d","b","-","-","abd"
"31481",984,23,"d","e","b","-","-","bde"
"31482",984,17,"c","d","a","b","-","abcd"
"31483",984,19,"b","c","a","-","-","abc"
"31484",984,1,"e","a","c","-","-","ace"
"31485",984,16,"b","e","a","-","-","abe"
"31486",984,14,"a","b","-","-","-","ab"
"31487",984,18,"b","d","e","-","-","bde"
"31488",984,6,"b","a","e","-","-","abe"
"31489",985,13,"c","d","a","-","-","acd"
"31490",985,15,"a","c","e","d","b","abcde"
"31491",985,27,"c","e","a","b","d","abcde"
"31492",985,6,"d","a","c","e","-","acde"
"31493",985,31,"a","b","-","-","-","ab"
"31494",985,18,"b","a","d","c","-","abcd"
"31495",985,3,"b","e","-","-","-","be"
"31496",985,20,"e","c","a","b","-","abce"
"31497",985,28,"c","d","-","-","-","cd"
"31498",985,21,"c","d","e","-","-","cde"
"31499",985,25,"a","e","-","-","-","ae"
"31500",985,16,"a","d","b","-","-","abd"
"31501",985,5,"d","c","e","-","-","cde"
"31502",985,11,"c","d","-","-","-","cd"
"31503",985,19,"e","d","a","-","-","ade"
"31504",985,14,"b","a","-","-","-","ab"
"31505",985,29,"a","e","-","-","-","ae"
"31506",985,9,"b","e","-","-","-","be"
"31507",985,24,"a","d","e","-","-","ade"
"31508",985,23,"e","a","b","c","-","abce"
"31509",985,17,"d","a","b","e","-","abde"
"31510",985,8,"a","d","-","-","-","ad"
"31511",985,1,"e","a","b","d","-","abde"
"31512",985,7,"d","a","b","c","e","abcde"
"31513",985,2,"d","e","b","-","-","bde"
"31514",985,4,"a","b","e","-","-","abe"
"31515",985,10,"a","c","-","-","-","ac"
"31516",985,30,"d","c","-","-","-","cd"
"31517",985,22,"e","a","-","-","-","ae"
"31518",985,32,"d","c","e","-","-","cde"
"31519",985,12,"b","e","-","-","-","be"
"31520",985,26,"e","c","d","-","-","cde"
"31521",986,5,"e","b","-","-","-","be"
"31522",986,8,"c","e","b","a","-","abce"
"31523",986,13,"b","e","c","d","-","bcde"
"31524",986,14,"a","b","c","e","-","abce"
"31525",986,18,"e","a","d","c","-","acde"
"31526",986,30,"d","a","-","-","-","ad"
"31527",986,29,"c","a","-","-","-","ac"
"31528",986,7,"b","c","-","-","-","bc"
"31529",986,23,"e","c","-","-","-","ce"
"31530",986,17,"d","e","a","-","-","ade"
"31531",986,9,"c","e","-","-","-","ce"
"31532",986,32,"b","e","-","-","-","be"
"31533",986,15,"b","d","e","-","-","bde"
"31534",986,19,"b","a","e","d","-","abde"
"31535",986,22,"c","d","a","b","-","abcd"
"31536",986,25,"a","c","d","-","-","acd"
"31537",986,26,"a","c","-","-","-","ac"
"31538",986,31,"d","a","e","b","-","abde"
"31539",986,2,"e","b","-","-","-","be"
"31540",986,4,"b","c","-","-","-","bc"
"31541",986,12,"b","a","c","-","-","abc"
"31542",986,11,"a","c","d","-","-","acd"
"31543",986,10,"d","b","e","c","-","bcde"
"31544",986,21,"d","e","c","b","-","bcde"
"31545",986,1,"d","b","-","-","-","bd"
"31546",986,6,"d","b","a","e","-","abde"
"31547",986,3,"e","c","-","-","-","ce"
"31548",986,20,"a","e","-","-","-","ae"
"31549",986,24,"e","b","d","-","-","bde"
"31550",986,16,"b","e","-","-","-","be"
"31551",986,27,"a","b","c","d","-","abcd"
"31552",986,28,"e","a","-","-","-","ae"
"31553",987,3,"b","d","c","-","-","bcd"
"31554",987,29,"a","e","-","-","-","ae"
"31555",987,31,"a","d","b","c","-","abcd"
"31556",987,20,"c","b","e","-","-","bce"
"31557",987,14,"d","c","-","-","-","cd"
"31558",987,18,"a","e","-","-","-","ae"
"31559",987,6,"c","a","e","-","-","ace"
"31560",987,23,"a","d","b","-","-","abd"
"31561",987,17,"a","c","-","-","-","ac"
"31562",987,24,"e","b","-","-","-","be"
"31563",987,1,"c","a","e","b","-","abce"
"31564",987,15,"c","b","-","-","-","bc"
"31565",987,25,"d","b","e","c","a","abcde"
"31566",987,8,"b","c","e","-","-","bce"
"31567",987,22,"e","c","d","a","-","acde"
"31568",987,7,"b","c","-","-","-","bc"
"31569",987,12,"d","c","e","-","-","cde"
"31570",987,16,"b","c","a","-","-","abc"
"31571",987,13,"d","e","c","-","-","cde"
"31572",987,30,"e","b","-","-","-","be"
"31573",987,26,"c","a","d","b","-","abcd"
"31574",987,5,"e","a","-","-","-","ae"
"31575",987,32,"d","e","a","-","-","ade"
"31576",987,4,"b","a","d","-","-","abd"
"31577",987,10,"d","b","a","-","-","abd"
"31578",987,2,"b","a","-","-","-","ab"
"31579",987,27,"d","a","-","-","-","ad"
"31580",987,9,"e","c","d","b","-","bcde"
"31581",987,11,"e","b","d","-","-","bde"
"31582",987,21,"b","e","-","-","-","be"
"31583",987,28,"b","c","e","-","-","bce"
"31584",987,19,"c","b","e","-","-","bce"
"31585",988,24,"e","b","a","-","-","abe"
"31586",988,16,"d","c","e","b","-","bcde"
"31587",988,13,"d","a","-","-","-","ad"
"31588",988,9,"a","b","c","-","-","abc"
"31589",988,23,"c","d","a","e","-","acde"
"31590",988,19,"c","b","d","a","-","abcd"
"31591",988,25,"b","a","d","c","-","abcd"
"31592",988,6,"b","e","-","-","-","be"
"31593",988,21,"c","a","e","-","-","ace"
"31594",988,1,"c","a","-","-","-","ac"
"31595",988,32,"e","c","a","-","-","ace"
"31596",988,5,"d","b","e","c","-","bcde"
"31597",988,30,"c","d","b","e","-","bcde"
"31598",988,14,"a","e","b","c","-","abce"
"31599",988,3,"d","b","-","-","-","bd"
"31600",988,11,"a","d","e","b","-","abde"
"31601",988,12,"c","e","a","d","-","acde"
"31602",988,8,"d","b","a","e","-","abde"
"31603",988,26,"b","a","c","e","-","abce"
"31604",988,22,"b","a","c","d","-","abcd"
"31605",988,4,"c","d","e","-","-","cde"
"31606",988,29,"e","d","-","-","-","de"
"31607",988,2,"c","a","-","-","-","ac"
"31608",988,10,"e","b","c","-","-","bce"
"31609",988,17,"b","c","-","-","-","bc"
"31610",988,15,"c","e","d","b","-","bcde"
"31611",988,18,"d","e","a","-","-","ade"
"31612",988,7,"e","d","-","-","-","de"
"31613",988,20,"c","a","-","-","-","ac"
"31614",988,28,"d","a","b","-","-","abd"
"31615",988,31,"a","c","e","-","-","ace"
"31616",988,27,"c","e","b","d","a","abcde"
"31617",989,22,"e","c","-","-","-","ce"
"31618",989,11,"c","a","e","b","d","abcde"
"31619",989,21,"d","e","-","-","-","de"
"31620",989,20,"d","c","a","-","-","acd"
"31621",989,27,"d","b","e","-","-","bde"
"31622",989,23,"a","e","d","-","-","ade"
"31623",989,13,"c","e","a","b","-","abce"
"31624",989,9,"c","e","-","-","-","ce"
"31625",989,5,"e","c","d","a","b","abcde"
"31626",989,31,"d","c","a","-","-","acd"
"31627",989,17,"a","e","c","b","-","abce"
"31628",989,8,"c","e","a","-","-","ace"
"31629",989,3,"d","c","-","-","-","cd"
"31630",989,18,"a","b","e","c","-","abce"
"31631",989,25,"b","c","-","-","-","bc"
"31632",989,10,"c","e","d","-","-","cde"
"31633",989,14,"b","e","a","-","-","abe"
"31634",989,1,"d","a","-","-","-","ad"
"31635",989,4,"d","c","-","-","-","cd"
"31636",989,26,"a","b","-","-","-","ab"
"31637",989,28,"e","a","c","-","-","ace"
"31638",989,30,"b","a","-","-","-","ab"
"31639",989,12,"d","e","c","-","-","cde"
"31640",989,32,"d","c","e","b","-","bcde"
"31641",989,29,"e","b","-","-","-","be"
"31642",989,15,"d","a","e","-","-","ade"
"31643",989,2,"c","b","-","-","-","bc"
"31644",989,6,"b","a","e","c","d","abcde"
"31645",989,7,"c","a","b","e","-","abce"
"31646",989,24,"d","b","a","-","-","abd"
"31647",989,16,"a","b","d","e","-","abde"
"31648",989,19,"d","a","-","-","-","ad"
"31649",990,16,"c","a","-","-","-","ac"
"31650",990,19,"b","a","-","-","-","ab"
"31651",990,30,"a","d","-","-","-","ad"
"31652",990,9,"a","b","d","e","-","abde"
"31653",990,23,"d","b","-","-","-","bd"
"31654",990,20,"a","b","-","-","-","ab"
"31655",990,4,"d","c","-","-","-","cd"
"31656",990,24,"b","c","d","e","-","bcde"
"31657",990,5,"e","a","-","-","-","ae"
"31658",990,1,"b","a","-","-","-","ab"
"31659",990,21,"c","d","a","-","-","acd"
"31660",990,31,"e","d","-","-","-","de"
"31661",990,10,"e","a","b","-","-","abe"
"31662",990,11,"d","a","c","b","-","abcd"
"31663",990,12,"a","d","b","-","-","abd"
"31664",990,14,"d","e","a","-","-","ade"
"31665",990,18,"e","c","-","-","-","ce"
"31666",990,28,"e","a","b","-","-","abe"
"31667",990,27,"c","a","-","-","-","ac"
"31668",990,17,"c","d","b","e","-","bcde"
"31669",990,29,"c","b","d","-","-","bcd"
"31670",990,15,"b","d","a","c","-","abcd"
"31671",990,25,"a","d","e","b","-","abde"
"31672",990,3,"d","c","-","-","-","cd"
"31673",990,8,"e","d","a","-","-","ade"
"31674",990,32,"a","d","-","-","-","ad"
"31675",990,7,"d","b","-","-","-","bd"
"31676",990,13,"c","a","e","b","-","abce"
"31677",990,6,"e","c","-","-","-","ce"
"31678",990,2,"a","b","d","-","-","abd"
"31679",990,26,"d","e","-","-","-","de"
"31680",990,22,"e","c","b","a","-","abce"
"31681",991,29,"c","d","-","-","-","cd"
"31682",991,27,"e","d","-","-","-","de"
"31683",991,25,"c","a","d","-","-","acd"
"31684",991,24,"e","a","-","-","-","ae"
"31685",991,16,"d","b","a","e","-","abde"
"31686",991,22,"e","a","c","b","-","abce"
"31687",991,11,"a","e","d","-","-","ade"
"31688",991,17,"c","b","-","-","-","bc"
"31689",991,14,"c","e","-","-","-","ce"
"31690",991,10,"a","d","-","-","-","ad"
"31691",991,31,"c","d","-","-","-","cd"
"31692",991,2,"b","a","-","-","-","ab"
"31693",991,19,"a","b","-","-","-","ab"
"31694",991,28,"b","c","-","-","-","bc"
"31695",991,15,"d","c","-","-","-","cd"
"31696",991,6,"c","d","a","-","-","acd"
"31697",991,21,"c","d","-","-","-","cd"
"31698",991,20,"e","c","b","d","-","bcde"
"31699",991,23,"e","c","a","b","-","abce"
"31700",991,4,"d","b","c","a","-","abcd"
"31701",991,9,"a","b","c","-","-","abc"
"31702",991,32,"d","e","-","-","-","de"
"31703",991,30,"e","c","b","-","-","bce"
"31704",991,13,"a","b","c","-","-","abc"
"31705",991,26,"a","d","-","-","-","ad"
"31706",991,8,"b","a","-","-","-","ab"
"31707",991,18,"a","c","b","d","e","abcde"
"31708",991,3,"b","c","e","-","-","bce"
"31709",991,12,"d","e","a","-","-","ade"
"31710",991,1,"d","e","c","-","-","cde"
"31711",991,7,"b","e","-","-","-","be"
"31712",991,5,"a","c","d","e","b","abcde"
"31713",992,26,"e","c","-","-","-","ce"
"31714",992,12,"b","c","-","-","-","bc"
"31715",992,17,"a","d","c","-","-","acd"
"31716",992,7,"c","d","-","-","-","cd"
"31717",992,27,"e","b","-","-","-","be"
"31718",992,30,"c","a","b","e","-","abce"
"31719",992,2,"d","a","-","-","-","ad"
"31720",992,15,"e","d","b","-","-","bde"
"31721",992,28,"e","c","-","-","-","ce"
"31722",992,3,"d","a","e","-","-","ade"
"31723",992,25,"e","d","a","-","-","ade"
"31724",992,13,"b","c","d","-","-","bcd"
"31725",992,23,"a","d","-","-","-","ad"
"31726",992,32,"e","c","-","-","-","ce"
"31727",992,5,"d","e","a","c","-","acde"
"31728",992,29,"a","c","-","-","-","ac"
"31729",992,31,"b","a","-","-","-","ab"
"31730",992,20,"a","d","-","-","-","ad"
"31731",992,11,"e","a","-","-","-","ae"
"31732",992,1,"e","a","c","-","-","ace"
"31733",992,8,"b","c","-","-","-","bc"
"31734",992,16,"a","e","-","-","-","ae"
"31735",992,24,"d","e","c","a","-","acde"
"31736",992,6,"d","a","c","-","-","acd"
